,article,domain,label
245,"Aims and objectives. To describe perceived social support among patients with coronary heart disease following percutaneous coronary intervention. Background. A low level of social support is considered a risk factor for coronary heart disease in healthy individuals and reduces the likelihood that people diagnosed with coronary heart disease will have a good prognosis. Design. A descriptive cross-sectional study. Methods. A survey of 416 patients was conducted in 2013. A self-report instrument, Social Support of People with Coronary Heart Disease, was used. The instrument comprises three dimensions of social support: informational, emotional, functional supports and 16 background variables. Data were analysed using descriptive statistics, factor analysis, mean sum variables and multivariate logistic regression. Results. Perceived informational support was primarily high, but respondents' risk factors were not at the target level. The weakest items of informational support were advice on physical activity, continuum of care and rehabilitation. Regarding the items of emotional support, support from other cardiac patients was the weakest. The weakest item of functional support was respondents' sense of the healthcare professionals' care of patients coping with their disease. Background variables associated with perceived social support were gender, marital status, level of formal education, profession, physical activity, duration of coronary heart disease and previous myocardial infarction. Conclusions. Healthcare professionals should pay extra attention to women, single patients, physically inactive patients, those demonstrating a lower level of education, those with a longer duration of CHD, and respondents without previous acute myocardial infarction. Continuum of care and counselling are important to ensure especially among them. Relevance to clinical practice. This study provides evidence that healthcare professionals should be more aware of the individual needs for social support among patients with coronary heart disease after percutaneous coronary intervention.
",Medical,5
246,"Aim: To investigate whether phase II cardiac rehabilitation (CR) conducted by a community model of shared care CR (SC-CR) including health care centres and general practice was feasible and provided acceptable results and to compare SC-CR to hospital-based CR (H-CR) in a randomised controlled trial. Methods: Patients were randomised to H-CR or SC-CR after admission for acute coronary syndrome. In SC-CR, the general practitioner took over the responsibility of the remaining rehabilitation, pharmacological treatment and risk factor management after the initial visit to the hospital outpatient clinic. The Municipal Health Care Centres provided courses on smoking cessation, nutrition, and exercise training and contributed to disease education and psychosocial support. The main endpoint was adherence to the CR programme and compliance with lifestyle modifications. Results: In total, 1364 patients were screened, 327 (24%) were eligible, and 212 (65%) accepted participation. Phase II CR was completed by 192 (91%) of the participants. Full adherence to the CR programme was seen in 53% in SC-CR versus 54% in H-CR (relative risk (RR): 0.98, 95% confidence interval: 0.73-1.32). In H-CR, patients had higher rates of adherence to dietary advice and health education. In SC-CR, 12% of patients did not attend the risk factor evaluation and clinical assessment with their general practitioner. No difference in risk factor improvement was found. Exercise training was declined by 25% in both groups. Conclusion: Adherence to phase II CR was high in both groups. SC-CR did not improve adherence and efficacy, but had comparable effects on medication and risk factors. Thus, SC-CR was safe and effective.
",Medical,5
247,"A symbolic macromodel for slew and settling characterization of fully differential switched-capacitor (SC) integrators is proposed in this work. This model is intended for fast behavioral simulation of data converters in the time-domain. The main advantages of the proposed model are: 1) it can be created automatically without the need of running a transient simulation; 2) it is fully composed of circuit elements that can be simulated by SPICE or MATLAB; 3) it is created in symbolic form so that adjustment of the transistor-level circuit is directly reflected in the macromodel without the need of remodeling. The proposed modeling methodology is validated by applying to SC integrators implemented by two different operational amplifiers. The step response waveforms of the integrator model have good agreement to the transistor-level simulation results with a speedup of about 20x.
",ECE,1
248,"Because of the reducing number of satellite images with various periods and good quality caused not only by changes in climate conditions, but also typhoons, rainy seasons, and various atmospheric changes, continuous image production and identification of changes in biophysical characteristics have become increasingly difficult. To remedy this, the production of simulated image that consider user-preferred periods and satellite geometric information can be one of alternatives. In this study, a simulated image generation method that uses the back project under collinearity conditions and atmospheric simulation is proposed. To create input data for the generation of simulated image, we produced SPOT-4 HRVIR satellite image that geometric and atmospheric corrections are processed. The analysis results on the similarity between simulated image and target image show average R-2 of 0.88. In addition, the experimental results for each image application field showed that (1) in the case of natural color composite, pixels having a correlation coefficient greater than 0.99 occupied 98% of the total image, (2) the results of the NDVI, an index frequently used in the forestry field, showed that the R-2 of two images was 0.91, and (3) the results of a similarity analysis showed that, after land cover classification was performed using maximum likelihood classification, an average similarity of 96% per land cover was achieved as compared with the target image. These results verify the similarity between the simulated image and target image, and the applicability of the simulated image.
",Civil,4
249,"Beaver Slide is near 177.8km (110.5mi) on the Dalton Highway and the road gradient is approximately 11%, built on a hill side. Each year, soft spots, also commonly named as frost boils, were observed starting from late April and lasting for the entire summer. The frost boils have resulted in an extremely unsafe driving condition and frequent accident occurrences. Conventional repair methods cannot effectively solve this issue. A newly developed geotextile, which has high specific surface area, was installed in the selected test section to mitigate the frost-boil issue in August 2010. This type of geotextile can provide high wettability and relatively high suction (capillary force), consequently be able to laterally transport water (a high-directional transmissivity) under unsaturated conditions. Test results over the initial 2years had proved the effectiveness of the geotextile to alleviate frost heave and the subsequent thaw-weakening issue. However, there were still some concerns regarding its long-term performance, such as clogging of the microscopic drainage channels and mechanical failures. The data collected during the past 5 years were used to analyze and evaluate the effectiveness of the wicking fabric. A scanning electron microscope was used to explore the interaction between the wicking fabric and in situ soils, and to determine the condition of the fabric 5 years after the installation. (C) 2016 American Society of Civil Engineers.
",Civil,4
250,"Automated regulatory and contractual compliance checking requires automated rule extraction from regulatory and contractual textual documents (e.g., contract specifications). Automated rule extraction is a challenging task that requires complex processing of text. In the proposed automated compliance checking (ACC) approach, the first step in automating the rule extraction process is automatically classifying the different documents and parts of documents (e.g., contract clauses) into predefined categories (environmental, safety, health, etc.) for preparing it for further text analysis and rule extraction. These categories are defined in a semantic model for normative reasoning. This paper presents a semantic, machine learning-based text classification algorithm for classifying clauses and subclauses of general conditions for supporting ACC in construction. The multilabel classification problem was transformed into a set of binary classification problems. Different machine learning algorithms, text preprocessing techniques, methods of text feature scoring, methods of feature weighting, and feature sizes were implemented and evaluated at different thresholds. The developed classifier achieved 100 and 96% recall and precision, respectively, on the testing data. (C) 2014 American Society of Civil Engineers.
",Civil,4
251,"Based on the design principle of alternating current electromagnetic circuit, this paper presents the design of a novel low-frequency high-power miniaturisation of the giant magnetostrictive actuator (GMA) under 10 kHz using Terfenol-D rod. A smart composite material is developed for noise reduction in underwater target. Finite element method is adopted to simulate and optimise the design of smart material structure, and the simulated resonance frequencies of the giant magnetostrictive materials (GMM) are found to be consistent with the measured values. Experiments were carried out in the water tube with GMM as active acoustic absorption material in active acoustic control system. Research results show that the giant magnetostrictive composite smart materials are active sound absorption materials effective for light-weight low-frequency broadband.
",Civil,4
252,"As the area of Software Engineering (SE) matures the role of human factors in software development is commonly recognized as important. Increasingly we see empirical studies that investigate the connection between, for example, personalities and preferences, attitudes or performances of software engineers. Statistical analysis holds a key role by providing the means for uncovering associations between various facets of human factors and behavioral effects on projects and outcomes. Traditional statistical techniques tend to explore and interpret the multidimensional personality and behavioral data from an ""average-point"" perspective, targeting central trends. This paper introduces a methodology with statistical tools that can provide a new and different perspective for this type of SE data. It seeks the boundaries of a psychometric dataset and discovers reference or ""benchmark"" personalities, the archetypal personalities. Then, the method examines the placement of all individuals in the dataset in relation to the archetypes. Furthermore, the SE preference characteristics, or generally, any other types of behavioral SE data, are analyzed with respect to the archetypes. As a case to exemplify the methodology we analyze personality and project preference data from 276 master level SE students and compare to previous ""average-point"" statistical analysis of the same data. We also discuss how Archetypal Analysis, the heart of the proposed methodology, combined with multi-correspondence analysis might be of general use in empirical SE.
",CS,0
253,"Approximate adders are widely being advocated as a means to achieve performance gain in error resilient applications. In this paper, a generic methodology for analytical modeling of probability of occurrence of error and the Probability Mass Function (PMF) of error value in a selected class of approximate adders is presented, which can serve as performance metrics for the comparative analysis of various adders and their configurations. The proposed model is applicable to approximate adders that comprise of sub-adder units of uniform as well as non-uniform lengths. Using a systematic methodology, we derive closed form expressions for the probability of error for a number of state-of-the-art high-performance approximate adders. The probabilistic analysis is carried out for arbitrary input distributions. It can be used to study the dependence of error statistics in an adder's output on its configuration and input distribution. Moreover, it is shown that by building upon the proposed error model, we can estimate the probability of error in circuits with multiple approximate adders. We also demonstrate that, using the proposed analysis, the comparative performance of different approximate adders can be correctly predicted in practical applications of image processing.
",CS,0
254,"Aim: The aim of the study is to evaluate extracorporeal life support system (ECLS) employed in neonates in pediatric cardiac intensive care unit. Material and methods: Twenty-five neonates that required ECLS in between November 2010 and November 2015 were evaluated. Results: The median age was 12 days (range 3-28 days) and the median body weight was 3kg (range 2.5-5kg). Venoarterial ECLS was performed in all of the cases. Ascendan aorta-right atrial cannulation in 22 patients and neck cannulation in three patients were performed. The reason for ECLS was E-CPR in two patients, inability to wean from cardiopulmonary bypass (CPB) in seven patients, respiratory insufficiency and hypoxia in nine patients, low cardiac output (LCOS) in seven patients. Median duration of ECLS was four days (range 1-15). Hemorrhagic complications developed in 15, renal complications in 13, pulmonary complications in 12, infectious complications in 11, neurologic complications in three and mechanical complications in two of the patients. Weaning was successful in 15 of the patients. Eleven patients were successfully discharged. Conclusion: ECLS is an important treatment option that is performed successfully in many centers around the world to maintain life support in patients unresponsive to medical treatment. The utilization of this modality especially in newborns with congenital heart disease should be taken into consideration.
",Medical,5
255,"Aim: To describe treatment pattern, complications, and direct medical costs associated with ankylosing spondylitis (AS) in Chinese urban patients. Methods: The 2013 China Health Insurance Research Association (CHIRA) urban insurance claims database was used to identify patients with AS. The identified patients were stratified by AS treatments for the comparisons of well established AS-related complications and direct medical costs. Conventional regression analyses adjusted the collected patient baseline characteristics to confirm the impact of treatments on complications and direct medical costs. Results: Of the identified 1299 patients with AS, 18.0% received non-steroidal anti-inflammatory drugs (NSAID), 11.2% received immunosuppressant, 48.2% received NSAID plus immunosuppressant, 4.6% received biologic agents, and 17.9% received medications without indication for AS. Biologic group was associated with the lowest proportion of AS-related complications (8.3%) that was confirmed by multiple logistic regression analysis (odds ratio = 0.200, p=.017). The biologic group was also associated with highest direct medical costs (median: RMB=14,539) that were confirmed by the multiple generalized linear model (coefficient = 1.644, p<.001). Conclusions: Biologics were not commonly used for AS in Chinese patients likely due to their high cost. Future studies are needed to confirm the potential long-term clinical benefits associated biologic treatment for AS.
",Medical,5
256,"A systematic and unified method using the signal how graph (SFG) technique if presented in analyzing de-de pulsewidth modulated (PWM) switch mode power converters (SMPC's) operating in the continuous conduction mode (CCM). Loop gains for single and multiloop systems are reviewed. The SFG of the converter is then generated from the perturbed state-space averaged (SSA) equations, and the characteristic polynomial of the system is computed. By grouping terms associated with the gain of the error amplifier as the numerator, a unique definition of system loop gain is introduced, and locations for breaking the loop are discussed. System loop gains for both voltage- and current-programming converters with either trailing- or leading-edge modulation are derived. It is shown that for a SMPC, the loop gain measured by an analog injection method is the system loop gain, which determines the stability of the converter.
",ECE,1
257,"A structure under damage normally exhibits nonlinear dynamic behaviors and time-dependent stiffness and damping. By estimating instantaneous dynamic characteristics of a structures is generally very useful when assessing structural damage in real application. This study presents a novel and effective approach that accurately estimating instantaneous dynamic characteristic of a structure using time-varying autoregressive exogenous (TVARX) model on Gabor frame. To evaluate the time-varying coefficient matrices of a time-series model, the proposed procedure applies Gaussian-based weighted function and Fourier transform on time series model, then the Gabor-transform-based time series formula could be obtained. The dynamic characteristics of a structure are determined from the coefficient matrices. Numerical analyses demonstrate that the proposed approach is superior to traditional time-frequency analysis in accurately estimating instantaneous dynamic characteristics of a structure. Finally, the proposed approach is applied to process measured data for a steel frame specimen subjected to a series of base excitations in shaking table tests.
",ECE,1
258,"A triaxial force-sensitive microrobot was developed to dynamically perturb skin in multiple deformation modes, in vivo. Wiener static nonlinear identification was used to extract the linear dynamics and static nonlinearity of the force-displacement behavior of skin. Stochastic input forces were applied to the volar forearm and thenar eminence of the hand, producing probe tip perturbations in indentation and tangential extension. Wiener static nonlinear approaches reproduced the resulting displacements with variances accounted for (VAF) ranging 94-97%, indicating a good fit to the data. These approaches provided VAF improvements of 0.1-3.4% over linear models. Thenar eminence stiffness measures were approximately twice those measured on the forearm. Damping was shown to be significantly higher on the palm, whereas the perturbed mass typically was lower. Coefficients of variation (CVs) for nonlinear parameters were assessed within and across individuals. Individual CVs ranged from 2% to 11% for indentation and from 2% to 19% for extension. Stochastic perturbations with incrementally increasing mean amplitudes were applied to the same test areas. Differences between full-scale and incremental reduced-scale perturbations were investigated. Different incremental preloading schemes were investigated. However, no significant difference in parameters was found between different incremental preloading schemes. Incremental schemes provided depth-dependent estimates of stiffness and damping, ranging from 300 N/m and 2 Ns/m, respectively, at the surface to 5 kN/m and 50 Ns/m at greater depths. The device and techniques used in this research have potential applications in areas, such as evaluating skincare products, assessing skin hydration, or analyzing wound healing.
",ECE,1
259,"A system of generating tunable orbital angular momentum (OAM) radio beams and a method of measuring the OAM states are proposed and experimentally investigated. The OAM beams, which are generated by a uniform circular array, can be dynamically configured by controlling the digital signals in the baseband. A 2-D near-field scanning platform is built to measure the OAM states of the system. The platform can provide multiple feed ports for the transmitting array. Iteration is used to calibrate the amplitude and phase of each feed port. The experimental results demonstrate the feasibility of the proposed methods on generating and measuring tunable OAM beams.
",ECE,1
260,"Aim. There is a longstanding debate over the long-term effect of intensive endurance training on cardiac function. Usually, echocardiography has been used as a global evaluation of left ventricular (LV) or right ventricular (RV) function and dimensions. Recently, speckle tracking strain (ST) has provided an analysis of regional RV and LV function. Thus, the intention of the study was to carefully evaluate cardiac function in a group of former world class swimmers applying longitudinal strain (LS) and circumferential strain (CS) analysis. Methods. Twelve athletes (45 +/- 1.5 years) of a former training group involved in high intensity endurance training were examined 24.9 +/- 4.3 years after the end of their active swimming career. An echocardiography was performed and LV function was analyzed based on CS and LS. Also, LS was evaluated for the RV. All measurements were performed for epicardium and endocardium independently. Results. Mean LV endocardial LS was -20.0 +/- 6.3 and epicardial LS -20.2 +/- 6.2. LV endocardial CS was -21.3 +/- 8.0 and epicardial CS -11.9 +/- 4.2. RV endocardial LS had a mean value of -26.4 +/- 6.1 and epicardial LS of -28.2 +/- 5.6. Conclusion. Twenty-five years after the cessation of endurance training, there was no evidence of a deterioration of RV or LV function as values for RV and LV strain measurements were within normal ranges.
",Medical,5
261,"As the volumes of spatiotemporal trajectory data continue to grow at a rapid pace; a new generation of data management techniques is needed in order to be able to utilize these data to provide a range of data-driven services, including geographic-type services. Key challenges posed by spatiotemporal data include the massive data volumes, the high velocity with which the data are captured, the need for interactive response times, and the inherent inaccuracy of the data. We propose an infrastructure, Elite, that leverages peer-to-peer and parallel computing techniques to address these challenges. The infrastructure offers efficient, parallel update and query processing by organizing the data into a layered index structure that is logically centralized, but physically distributed among computing nodes. The infrastructure is elastic with respect to storage, meaning that it adapts to fluctuations in the storage volume, and with respect to computation, meaning that the degree of parallelism can be adapted to best match the computational requirements. Further, the infrastructure offers advanced functionality, including probabilistic simulations, for contending with the inaccuracy of the underlying data in query processing. Extensive empirical studies offer insight into properties of the infrastructure and indicate that it meets its design goals, thus enabling the effective management of big spatiotemporal data.
",CS,0
262,"BIM (Building Information Modeling), chiefly in the form of a 3D ""as-built"" model or information-sharing platform, has emerged as a powerful solution to the dynamic requirements of AEC (Architecture, Engineering, and Construction). However, whereas fast and accurate reconstruction of building interiors is essential to any collaborative construction management process, manual creation and utilization of a 3D as-built model typically results in low productivity and erroneous modeling results. This paper proposes a semi-automated method that accounts for and resolves the major problems in the streamlined manual process of 3D as-built model creation in BIM. The method generates a 3D wireframe model combined with clutter data, which is then imported into a BIM tool for as-built modeling. The present study evaluates the proposed method by applying it to two typical rooms in a test building. The 3D as-built model was then subjected to an accuracy assessment using reference points acquired by a total station. The contributions of the proposed method, as compared with fully manual operation, are: (1) reduction of the huge data size of the original point clouds; (2) improvement of the productivity of as-built BIM creation with the aid of 3D wireframes; and (3) accuracy enhancement through a refinement process that entails segmentation and regularization. However, the proposed method is limited to building interiors consisting of planar structures; the modeling of detailed objects, such as windows and doors, unfortunately, still requires manual operation. Thus, further research on detail modeling and refinement is necessary in order to increase the method's automation and enhancement of its overall suitability for mapping complex indoor environments. (C) 2015 Elsevier Ltd. All rights reserved.
",Civil,4
263,"Advances in microfluidics and the introduction of isothermal nucleic acid amplification assays have resulted in a range of solutions for nucleic acid amplification tests suited for point of care and field use. However, miniaturisation of instrumentation for such assays has not seen such rapid advances and fluorescence based assays still depend on complex, bulky and expensive optics such as fluorescence microscopes, photomultiplier tubes and sensitive lens assemblies. In this work we demonstrate a robust, low cost platform for isothermal nucleic acid amplification on a microfluidic device. Using easily obtainable materials and commercial off-the-shelf components, we show real time fluorescence detection using a low cost photodiode and operational amplifier without need for lenses. Temperature regulation on the device is achieved using a heater fabricated with standard printed circuit board fabrication methods. These facile construction methods allow fabrications at a cost compatible with widespread deployment to resource poor settings.
",ECE,1
264,"A split-parallel hybrid electric vehicle (HEV) is a particular sub-type of the HEV in which the internal combustion engine (ICE) and electric motor provide propulsion power to different axles. Due to the coupling of power through the vehicle itself, its wheels and the road on which it moves rather than through some mechanical device the vehicle is referred to as a 'through-the-road' (TTR) hybrid. A variant of the TTR hybrid has motors in the hub of the otherwise non-driven wheels, called in-wheel motors (IWM). This configuration enables an existing vehicle to be converted into a hybrid vehicle with minimal modification. The present work identifies specific operating modes and power flow of the TTR-IWM hybrid, specifically a retrofit-conversion hybrid, in comparison to the ordinary parallel hybrid vehicle. It discusses control architecture, control objectives and system parameters, along with specific control issues of the retrofit TTR-IWM hybrid vehicle.
",ECE,1
265,"A very promising concept for small range extenders (peak power less than 40 kW) is represented by the 2-stroke, direct injection spark ignition engine, with scavenging and exhaust ports controlled by the piston, and an external pump. The most important issue to be addressed on this type of engines is the compliance with stringent rules on pollutant emissions, which depends on combustion patterns and the quality of the scavenging process. The latter is generally hindered by the symmetry of ports timings, but this handicap can be canceled by adopting a patented rotary valve, controlling the flow through a set of auxiliary transfer ports, and using a piston pump for delivering air to the power cylinder and enhancing the balance of the crankshaft. The paper reviews the design of a virtual engine, rated at 35 kW at 5600 rpm, and developed according to the above mentioned concepts. Design has been driven by CFD simulation, using, whenever possible, experimentally calibrated numerical models, or experimental information derived from similar projects. Particular care has been devoted to characterize the scavenging process and the flow patterns within the cylinder and through the ports, analyzing the influence of the rotary induction valve. Engine performance parameters have been predicted by using a well-established commercial software (GT-Power, by Gamma Technologies), while CFD-3D analyses have been carried out by means of a customized version of the KIVA-3V code. The whole study is conceived as the basis for the construction of a physical prototype. The power target has been virtually achieved with a very light and compact engine (estimated weight without the close-coupled electric motor: 35 kg). A three-way catalyst allows the engine to comply with the most stringent emission regulations, without relevant penalizations on fuel efficiency. Furthermore, the engine can work with lean mixtures, achieving a minimum specific fuel consumption comparable to a current automotive Diesel engine (223 g/kWh). This excellent result is due to the low friction and pumping losses of the 2-Stroke engine, as well as to the compactness of the combustion chamber and the capability to stratify the charge.
",ECE,1
266,"A synthesis procedure of general nth-order allpass voltage transfer functions using solely voltage differencing buffered amplifiers (VDBAs) and capacitors with the signal-flow-graph design method is described. It has been shown that the proposed structure employs n VDBAs and n capacitors for the realization of any nth-order voltage transfer function. As an illustrative example, the third-order voltage-mode allpass filter has been designed and simulated using PSPICE.
",ECE,1
267,"as the deceleration of processor scaling due to Moore's law accelerates research in new types of computing structures, the need arises for rethinking operating systems paradigms. Traditionally, an operating system is a layer between hardware and applications and its primary function is in managing hardware resources and providing a common abstraction to applications. How does this function apply, however, to new types of computing paradigms? Are operating systems even needed for these new structures? This paper revisits operating system functionality for new computing paradigms. The structure of these new computers is uncertain as there are many possibilities such as neuromorphic, bio-inspired, adiabatic, reversible, approximate, quantum, combinations of these and others unforeseen [1]. We do know, however, that whatever these new computers will be, there will be some need to manage their resources, to provide programming support, to partition, scale, and connect them and to deal with (partial) failure, along with other traditional operating system's functionality. There might also be some new functionality, such as creating abstract control loops, reasoning about precision, new ways of reconfiguring, and more. We strongly believe that even if traditional operating systems functionality evolves, that the need for operating systems will remain in the new era of computing.
",CS,0
268,"Aims and objectives. To examine the perspectives of health professionals of different disciplines about clinical handover. Background. Ineffective handovers can cause major problems relating to the lack of delivery of appropriate care. Design. A prospective, cross-sectional design was conducted using a survey about clinical handover practices. Methods. Health professionals employed in public metropolitan hospitals, public rural hospitals and community health centres were involved. The sample comprised doctors, nurses and allied health professionals, including physiotherapists, social workers, pharmacists, dieticians and midwives employed in Western Australia, New South Wales, South Australia and the Australian Capital Territory. The survey sought information about health professionals' experiences about clinical handover; their perceived effectiveness of clinical handover; involvement of patients and family members; health professionals' ability to confirm understanding and to clarify clinical information; role modelling behaviour of health professionals; training needs; adverse events encountered and possibilities for improvements. Results. In all, 707 health professionals participated (response rate = 14%). Represented professions were nursing (60%), medicine (22%) and allied health (18%). Many health professionals reported being aware of adverse events where they noticed poor handover was a significant cause. Differences existed between health professions in terms of how effectively they gave handover, perceived effectiveness of bedside handover vs. nonbedside handover, patient and family involvement in handover, respondents' confirmation of understanding handover from their perspective, their observation of senior health professionals giving feedback to junior health professionals, awareness of adverse events and severity of adverse events relating to poor handovers. Conclusions. Complex barriers impeded the conduct of effective handovers, including insufficient opportunities for training, lack of role modelling, and lack of confidence and understanding about handover processes.
",Medical,5
269,"Automatic change detection is one of the remote sensing applications that has received an increasing attention during the last years. However, fully automatic solutions reach their limitation; on the one hand, it is difficult to design general decision criteria able to select area of changes for images under various acquisition conditions, and on the other hand, the relevance of changes may differ from one user to another. In this letter, we introduce an alternative change detection method based on relevance feedback. The proposed algorithm is iterative and based on a query and answer model that: 1) asks the user questions about the relevance of his targeted changes and 2) according to these answers, updates change detection results. Our method is also based on a new formulation of canonical correlation analysis (CCA), referred to as context-aware CCA, that learns transformations, which map data from different input spaces (related to multitemporal satellite images) into a common latent space, which is sensitive to relevant changes while being resilient to irrelevant ones. These CCA transformations correspond to the optimum of a particular constrained maximization problem that mixes an alignment term with a context-based regularization criterion. The particularity of this novel CCA approach resides in its ability to exploit spatial geometric context resulting into better performances compared with other CCA approaches, as shown in experiments.
",Civil,4
270,"Applied computer laboratory lessons could be unproductive because of many students in there. Correcting students' mistakes one by one is wasting lesson time. Especially for beginners, most of these mistakes caused by complex integrated development environments. In this study, we develop a client server application for computer laboratories. Developed application is able to compile programming language source code remotely. Thus, students don't need to make something out of the writing source code. Furthermore, instructors don't need to install compiler to the each computer in laboratory. For start lesson, it is enough that server has just been configured. (C) 2015 The Authors. Published by Elsevier Ltd.
",CS,0
271,"AimPast hepatitis B virus (HBV) infection is considered a risk factor for hepatocarcinogenesis, but the clinicopathological characteristics of non-B non-C hepatocellular carcinoma (NBNC-HCC) excluding past HBV infection have not been investigated. This study aimed to clarify the clinicopathological features of strictly defined NBNC-HCC. MethodsAmong HCC patients who underwent surgical resection at our affiliated hospitals in Nagano prefecture, Japan, between 1996 and 2012, 77 were negative for serum anti-HBV core/surface antibodies in addition to HBV surface antigen and anti-hepatitis C virus antibody without signs of autoimmune liver disease, Wilson disease, or hemochromatosis. These patients were divided into the alcohol intake-positive group (ethanol intake >20g/day, n=31), non-alcoholic fatty liver group (steatosis >5% and ethanol intake <20g/day, n=30), and cryptogenic group (no ethanol intake or steatosis, n=16). Preoperative clinical parameters, tumor and background liver pathology, and prognosis were analyzed. ResultsAdvanced fibrosis and steatosis were detected in 64% and 60% of all patients, respectively. Approximately 85% of the alcohol intake-positive patients had advanced fibrosis. Non-alcoholic fatty liver HCC subjects had the highest body mass index and prevalence of diabetes, but 30-40% had none to mild fibrosis. The cryptogenic group of HCC patients had the lowest incidence of accompanying hepatic inflammation/fibrosis but the largest tumor size. Recurrence/survival rates were comparable among the groups. ConclusionsLiver fibrosis and steatosis are risk factors of HCC regardless of past HBV infection and ethanol consumption. The present results also indicate the possibility of hepatocarcinogenesis independent of hepatic steatosis, inflammation and fibrosis, ethanol intake, and past HBV infection.
",Medical,5
272,"As technology advances, systems involving artificial components provide more and more support for people. The potential consequences of this phenomena are examined in the specific circumstances of 'ambient assisted living' as an instantiation of the concept of 'intelligent environment'. This chapter describes the idea of 'ambient assisted living' and looks at some of the possible ways humans may be affected by the prevalence of technology. The general example of assisted healthcare, and the specific example of medication support are used to show that systems are advancing. Moreover, these advancements can lead to problems with both the artificial systems, and the larger systems with which they are involved. In many cases there is a trade-off around having people in the loop, but inevitably they will need to be included for many decision making processes. Keeping a person in the loop might also partially redress problems of Artificial General Intelligence systems. The chapter concludes with reflections on how these considerations can help us to retain the positive aspects whilst avoiding the negative side effects of the hypothetical technological singularity.
",Civil,4
273,"A weighted controller structure for DC-DC converters is proposed to deal with large-signal operations. For wide range variations of input voltage and load conditions of DC-DC converters, we firstly divide the pre-defined global operation space into local subspaces where each local linear compensator is designed for the corresponding subspace, and then all the local linear compensators are weighted into single controller structure. By doing so, the weighted controller can automatically decide which local linear compensator regulates the dynamics of DC-DC converter according to the operation conditions, and thus has the capability of self-adaptation to wide range of operating point variations. Furthermore, the prominent feature underlying the weighted control scheme is also that the nonlinearities of DC-DC converters is easily to be handled by linear compensation approaches that can be easily implemented with analog or digital control circuitries. To demonstrate the effectiveness of this controller structure, a stand-alone DC-DC converter and a cascaded DC-DC converter system are taken as examples by simulation and experimental results.
",ECE,1
274,"A universal high-frequency three-phase electricmotor model to be used in the design process of the electric-motor drive systems is proposed. The model can be combined with the models of the filter, cable, and inverter to form a complete drive system. It allows for a common and differential-mode high-frequency analysis in studying the bearing currents, electromagnetic interference, and overvoltages in the motor windings caused by the high-frequency reflections. The model phase is symmetrical meaning that the beginning and end of each phase are equal and the central part is inserted between them. This enables modeling of both the delta and star-winding connections of the three phases. The equations used to calculate the model parameters are presented. They are based on the common and differential-mode impedance measurements. The model can be simplified when considering only electric-discharge machining bearing currents, as they are affected only by the common-mode states. A simplified model to be used in the delta-winding connection is also presented. The model-calculated common and differential-mode impedances are compared with the impedances measured on a 6.5-kW outer-rotor brushless direct-current motor. This paper ends by providing the obtained simulation and measurement results for the common and differential-mode currents and bearing voltages of the studied three-phase delta-winding-connected electric motor.
",ECE,1
275,"Aim: The aim of this paper is to describe the implementation of a strategic plan, Health Gain for Children and Youth of Central Sydney, over a 10-year period to December 2005. Methods: Descriptive information was obtained from the records and minutes of all relevant committees, interviews with key workers who were involved with the committees, managers and senior health professionals, and from the involvement of the authors throughout the process of the implementation. Results: An implementation steering committee was established to oversee the implementation of the plan. Rather than adopting a uniform approach to assigning responsibility for the implementation of each strategy in the plan or developing specific costs and time frames for each strategy, a more pragmatic, flexible and opportunistic approach was taken. Most of the plan's strategies were implemented over a 7-year time frame using a combination of service reorientation and implementation of new programmes, some of which were funded from sources not anticipated during the development of the plan. Implementation required a dedicated driver, commitment at senior level and participation by many staff at many levels. Outcomes, monitored through data collected at 5-year intervals, revealed positive trends in a number of child and youth health indicators. Conclusions: The successful implementation of the strategic plan required pragmatism, flexibility, opportunism and the commitment and involvement of staff at all organisational levels. It is envisaged that this approach provides a firm base for future evidence-based developments to benefit the health and well-being of children, youth and their families and reduce health inequities.
",Medical,5
276,"As the prevalence of social media on the Internet, opinion mining has become an essential approach to analyzing so many data. Various applications appear in a wide range of industrial domains. Meanwhile, opinions have diverse expressions which bring along research challenges. Both of the practical demands and research challenges make opinion mining an active research area in recent years. In this paper, we present a review of Natural Language Processing (NLP) techniques for opinion mining. First, we introduce general NLP techniques which are required for text preprocessing. Second, we investigate the approaches of opinion mining for different levels and situations. Then we introduce comparative opinion mining and deep learning approaches for opinion mining. Opinion summarization and advanced topics are introduced later. Finally, we discuss some challenges and open problems related to opinion mining. (C) 2016 Elsevier B.V. All rights reserved.
",CS,0
277,"As the development of sensor and machine learning technologies has progressed, it has become increasingly important to detect patterns from probabilistic data streams. In this paper, we focus on complex event processing based on pattern matching. When we apply pattern matching to probabilistic data streams, numerous matches may be detected at the same time interval because of the uncertainty of data. Although existing methods distinguish between such matches, they may derive inappropriate results when some of the matches correspond to the real-world event that has occurred during the time interval. Thus, we propose two grouping methods for matches. Our methods output groups that indicate the occurrence of complex events during the given time intervals. In this paper, first we describe the definition of groups based on temporal overlap, and propose two grouping algorithms, introducing the notions of complete overlap and single overlap. Then, we propose an efficient approach for calculating the occurrence probabilities of groups by using deterministic finite automata that are generated from the query patterns. Finally, we empirically evaluate the effectiveness of our methods by applying them to real and synthetic datasets.
",CS,0
